-,-,-
0.12,0.96,0.12,0.55,0.49,-0.49,0.97,0.88,5,531,11,25
0.11,0.95,0.12,0.61,0.43,-0.18,0.97,0.77,5,534,10,26
0.11,0.96,0.11,0.43,0.43,-0.18,0.97,0.63,5,534,8,26
0.11,0.96,0.12,0.73,0.43,-0.37,0.97,0.92,5,534,10,25
0.11,0.96,0.11,0.61,0.49,-0.31,0.97,0.84,5,534,11,25
0.12,0.96,0.11,0.67,0.67,-0.31,0.97,1.00,5,533,11,27
0.11,0.95,0.12,1.04,0.55,-0.24,0.97,1.20,5,533,10,28
0.11,0.95,0.12,0.49,0.67,-0.37,0.97,0.91,5,534,10,26
0.12,0.96,0.11,0.85,0.61,-0.18,0.97,1.07,5,533,9,26
0.11,0.96,0.12,1.10,0.55,-0.24,0.97,1.25,5,533,10,26
0.11,0.95,0.12,0.61,0.67,-0.24,0.97,0.94,5,537,10,27
0.11,0.96,0.11,0.37,0.73,-0.24,0.97,0.85,5,534,10,25
0.11,0.96,0.12,0.43,0.73,-0.12,0.97,0.86,5,535,10,26
0.11,0.96,0.12,0.37,0.85,0.00,0.97,0.93,5,534,11,29
0.12,0.96,0.11,0.31,0.73,-0.24,0.97,0.83,5,533,10,25
0.11,0.96,0.11,0.79,0.49,-0.18,0.97,0.95,5,535,10,26
0.11,0.95,0.12,0.85,0.61,-0.49,0.97,1.16,5,532,10,28
0.12,0.96,0.11,0.49,0.92,-0.49,0.97,1.15,5,534,10,28
0.12,0.96,0.11,0.43,0.61,-0.24,0.97,0.78,5,532,11,25
0.11,0.96,0.11,1.04,0.67,-0.18,0.97,1.25,5,533,10,27
0.11,0.96,0.11,0.55,0.73,-0.31,0.97,0.97,5,532,11,26
0.12,0.96,0.11,0.79,0.67,-0.24,0.97,1.07,5,532,10,28
0.11,0.95,0.11,0.92,0.61,-0.37,0.97,1.16,5,532,10,25
0.11,0.96,0.11,0.24,0.73,-0.12,0.97,0.78,5,533,11,26
0.11,0.96,0.11,0.98,0.61,-0.24,0.97,1.18,5,533,9,27
0.11,0.95,0.12,0.55,0.55,-0.37,0.97,0.86,5,535,10,27
0.11,0.96,0.11,0.49,0.79,-0.37,0.97,1.00,5,533,9,28
0.11,0.96,0.11,0.85,0.61,-0.24,0.97,1.08,5,533,9,27
0.11,0.96,0.11,0.98,0.73,-0.24,0.97,1.24,5,533,8,27
0.11,0.96,0.11,0.37,0.85,-0.31,0.97,0.98,5,535,10,26
0.11,0.96,0.12,0.79,0.55,-0.37,0.97,1.03,5,535,10,27
0.11,0.96,0.11,0.98,0.55,-0.43,0.97,1.20,5,533,9,28
0.11,0.95,0.11,0.79,0.55,-0.43,0.97,1.06,5,532,10,26
0.11,0.96,0.11,0.79,0.85,-0.24,0.97,1.19,5,533,8,27
0.11,0.95,0.11,0.92,0.61,-0.31,0.97,1.14,5,535,9,27
0.11,0.96,0.11,0.92,0.79,-0.31,0.97,1.25,5,534,9,27
0.11,0.96,0.11,0.79,0.79,-0.49,0.97,1.22,5,534,10,25
0.11,0.96,0.11,0.92,0.73,-0.31,0.97,1.21,5,537,10,27
0.11,0.96,0.11,0.67,0.85,-0.24,0.97,1.11,5,538,9,28
0.11,0.96,0.11,1.04,0.55,-0.31,0.97,1.21,5,537,10,23
0.11,0.96,0.11,0.79,0.61,-0.12,0.97,1.01,5,537,9,27
0.11,0.96,0.11,0.73,0.55,-0.37,0.97,0.99,5,536,9,27
0.11,0.96,0.11,0.67,0.61,-0.12,0.97,0.92,5,537,11,27
0.11,0.95,0.11,0.55,0.55,-0.24,0.97,0.81,5,535,9,25
0.11,0.96,0.11,0.92,0.61,-0.24,0.97,1.13,5,537,9,27
0.11,0.96,0.11,0.92,0.67,-0.37,0.97,1.19,5,537,11,25
0.11,0.96,0.11,0.61,0.61,-0.24,0.97,0.90,5,538,9,26
0.11,0.96,0.11,0.85,0.61,-0.24,0.97,1.08,5,538,11,26
0.11,0.96,0.11,1.16,0.55,-0.18,0.97,1.30,5,538,10,27
0.11,0.96,0.11,0.85,0.67,-0.37,0.97,1.15,5,537,10,27
0.11,0.96,0.11,0.61,0.55,-0.55,0.97,0.99,5,537,9,26
0.11,0.96,0.11,0.73,0.73,-0.61,0.97,1.20,5,538,11,25
0.11,0.96,0.11,0.55,0.55,-0.43,0.97,0.89,5,536,10,26
0.11,0.96,0.11,0.61,0.73,-0.31,0.97,1.00,5,537,9,26
0.11,0.96,0.11,0.73,0.49,-0.43,0.97,0.98,5,537,10,24
0.11,0.96,0.11,0.85,0.55,-0.37,0.97,1.08,5,537,9,26
0.11,0.96,0.11,0.73,0.67,-0.18,0.97,1.01,5,537,10,26
0.11,0.96,0.11,0.61,0.61,-0.37,0.97,0.94,5,536,10,25
0.11,0.96,0.11,0.73,0.73,-0.31,0.97,1.08,5,537,11,25
0.11,0.96,0.11,0.61,0.67,-0.49,0.97,1.03,5,538,10,27
0.11,0.96,0.11,0.92,0.67,-0.24,0.97,1.16,5,537,9,26
0.11,0.96,0.11,0.67,0.55,-0.43,0.97,0.97,5,539,11,26
0.11,0.96,0.11,0.92,0.55,-0.37,0.97,1.13,5,538,11,27
0.11,0.96,0.11,0.73,0.67,-0.24,0.97,1.02,5,538,11,26
0.11,0.96,0.11,0.73,0.61,-0.24,0.97,0.98,5,543,10,25
0.11,0.96,0.11,0.67,0.61,-0.24,0.97,0.94,5,537,9,24
0.11,0.96,0.11,0.61,0.67,-0.31,0.97,0.96,5,537,9,27
0.11,0.96,0.11,0.79,0.73,-0.18,0.97,1.10,5,537,10,26
0.11,0.96,0.11,0.67,0.61,-0.55,0.97,1.06,5,538,10,26
0.11,0.96,0.11,0.67,0.73,-0.43,0.97,1.08,5,538,10,25
0.12,0.96,0.11,0.49,0.61,-0.24,0.97,0.82,5,537,11,27
0.11,0.96,0.11,0.98,0.55,-0.43,0.97,1.20,5,537,11,27
0.11,0.96,0.11,0.85,0.49,-0.37,0.97,1.05,5,539,10,26
0.11,0.96,0.11,0.79,0.61,-0.24,0.97,1.03,5,537,10,25
0.11,0.96,0.11,0.67,0.67,-0.18,0.97,0.97,5,537,10,25
0.11,0.96,0.11,0.73,0.61,-0.37,0.97,1.02,5,537,9,27
0.11,0.96,0.11,0.79,0.61,-0.37,0.97,1.07,5,536,9,26
0.11,0.96,0.11,0.67,0.67,-0.43,0.97,1.04,5,538,10,25
0.11,0.96,0.11,0.79,0.67,-0.31,0.97,1.08,5,538,10,24
0.11,0.96,0.11,0.61,0.43,-0.43,0.97,0.86,5,539,9,27
0.11,0.96,0.11,0.85,0.73,-0.31,0.97,1.17,5,537,11,26
0.11,0.96,0.11,0.85,0.61,-0.31,0.97,1.09,5,539,10,26
0.11,0.96,0.11,0.55,0.67,-0.06,0.97,0.87,5,539,11,25
0.11,0.96,0.11,0.73,0.67,-0.24,0.97,1.02,5,537,11,25
0.11,0.96,0.11,0.85,0.55,-0.55,0.97,1.15,5,538,10,26
0.11,0.96,0.11,0.98,0.67,-0.31,0.97,1.22,5,538,11,25
0.11,0.96,0.11,0.85,0.61,-0.37,0.97,1.11,5,537,10,26
0.11,0.96,0.11,0.98,0.61,-0.31,0.97,1.19,5,538,10,25
0.11,0.96,0.11,0.73,0.73,-0.31,0.97,1.08,5,540,11,27
0.11,0.96,0.11,0.92,0.61,-0.24,0.97,1.13,5,539,10,26
0.11,0.96,0.11,0.98,0.67,-0.24,0.97,1.21,5,539,11,26
0.11,0.96,0.11,0.98,0.55,-0.31,0.97,1.16,5,539,10,26
0.11,0.96,0.11,0.67,0.73,-0.31,0.97,1.04,5,537,11,26
0.11,0.96,0.11,0.73,0.55,-0.61,0.97,1.10,5,537,8,25
0.11,0.96,0.11,0.79,0.61,-0.43,0.97,1.09,5,538,11,27
0.11,0.96,0.11,0.55,0.49,-0.43,0.97,0.85,5,538,10,24
0.11,0.96,0.11,0.79,0.67,-0.31,0.97,1.08,5,540,12,27
0.11,0.96,0.11,0.92,0.55,-0.37,0.97,1.13,5,538,10,25
0.11,0.96,0.11,0.79,0.61,-0.24,0.97,1.03,5,537,9,24
0.12,0.96,0.11,0.85,0.73,-0.43,0.97,1.20,5,536,10,27
0.12,0.96,0.11,0.79,0.37,-0.43,0.97,0.97,5,537,12,28
0.11,0.96,0.11,1.10,0.73,-0.24,0.97,1.34,5,537,10,26
0.11,0.96,0.11,0.55,0.61,-0.49,0.97,0.96,5,536,9,26
0.11,0.96,0.11,0.55,0.61,-0.24,0.97,0.86,5,537,9,25
0.11,0.96,0.11,0.43,0.67,-0.49,0.97,0.93,5,538,10,26
0.11,0.96,0.11,0.85,0.49,-0.31,0.97,1.03,5,538,10,27
0.11,0.96,0.11,0.73,0.67,-0.43,0.97,1.08,5,536,10,25
0.11,0.96,0.11,0.98,0.67,-0.55,0.97,1.31,5,537,9,26
0.11,0.96,0.11,0.85,0.67,-0.37,0.97,1.15,5,536,8,26
0.11,0.96,0.11,0.73,0.55,-0.61,0.97,1.10,5,537,10,26
0.11,0.96,0.11,0.92,0.73,-0.24,0.97,1.20,5,536,9,27
0.12,0.96,0.11,0.73,0.49,-0.43,0.97,0.98,5,538,11,25
0.11,0.96,0.11,0.92,0.73,-0.24,0.97,1.20,5,538,10,24
0.11,0.96,0.11,0.73,0.67,-0.24,0.97,1.02,5,539,11,27
0.11,0.96,0.11,0.61,0.55,-0.18,0.97,0.84,5,537,9,26
0.12,0.96,0.11,0.67,0.61,-0.31,0.97,0.96,5,538,11,27
0.11,0.96,0.11,0.55,0.67,-0.24,0.97,0.90,5,537,12,24
0.11,0.96,0.11,0.92,0.67,-0.24,0.97,1.16,5,537,10,26
0.11,0.96,0.11,0.85,0.49,-0.49,0.97,1.10,5,536,9,25
0.11,0.96,0.11,1.40,0.61,-0.49,0.97,1.61,5,537,9,26
0.11,0.96,0.11,0.55,0.43,-0.49,0.97,0.85,5,538,9,27
0.11,0.96,0.11,0.98,0.61,-0.31,0.97,1.19,5,538,11,26
0.11,0.96,0.11,1.04,0.61,-0.49,0.97,1.30,5,538,9,27
0.11,0.96,0.11,0.79,0.67,-0.37,0.97,1.10,5,537,8,25
0.11,0.96,0.11,0.61,0.61,-0.43,0.97,0.96,5,538,9,26
0.11,0.96,0.11,0.43,0.67,-0.43,0.97,0.90,5,538,10,26
0.11,0.96,0.11,0.85,0.55,-0.31,0.97,1.06,5,537,9,25
0.11,0.96,0.11,0.43,0.67,-0.43,0.97,0.90,5,537,10,26
0.11,0.96,0.11,0.55,0.85,-0.24,0.97,1.04,5,539,10,27
0.11,0.96,0.11,0.73,0.61,-0.37,0.97,1.02,5,538,10,26
0.11,0.96,0.11,0.92,0.79,-0.37,0.97,1.27,5,535,9,26
0.11,0.96,0.11,0.92,0.55,-0.24,0.97,1.10,5,539,11,26
0.11,0.96,0.11,1.04,0.61,-0.37,0.97,1.26,5,538,9,26
0.11,0.96,0.11,0.85,0.67,-0.24,0.97,1.11,5,537,9,27
0.11,0.96,0.11,0.98,0.43,-0.55,0.97,1.20,5,538,8,24
0.11,0.96,0.11,0.85,0.73,-0.24,0.97,1.15,5,537,11,25
0.12,0.96,0.11,0.79,0.61,-0.43,0.97,1.09,5,538,9,27
0.11,0.96,0.11,0.92,0.55,-0.37,0.97,1.13,5,538,9,25
0.11,0.96,0.11,0.67,0.73,-0.18,0.97,1.01,5,538,10,26
0.11,0.96,0.11,0.67,0.73,-0.18,0.97,1.01,5,540,10,26
0.11,0.95,0.11,0.73,0.67,-0.24,0.97,1.02,5,538,9,26
0.11,0.96,0.11,0.49,0.61,-0.31,0.97,0.84,5,539,11,26
0.11,0.96,0.11,0.73,0.67,-0.31,0.97,1.04,5,541,9,25
0.11,0.96,0.11,0.79,0.55,-0.37,0.97,1.03,5,538,9,26
0.11,0.96,0.11,0.98,0.61,-0.31,0.97,1.19,5,538,9,26
0.11,0.96,0.11,0.79,0.55,-0.55,0.97,1.11,5,538,10,26
0.11,0.96,0.11,0.98,0.67,-0.37,0.97,1.24,5,538,8,27
0.12,0.96,0.11,0.85,0.73,-0.43,0.97,1.20,5,540,10,25
0.11,0.96,0.11,0.85,0.73,-0.31,0.97,1.17,5,537,8,26
0.11,0.96,0.11,0.92,0.49,-0.24,0.97,1.07,5,539,10,26
0.11,0.96,0.11,0.73,0.79,-0.24,0.97,1.11,5,538,11,25
0.11,0.96,0.11,0.85,0.73,-0.31,0.97,1.17,5,540,10,25
0.11,0.96,0.11,0.67,0.61,-0.49,0.97,1.03,5,537,9,26
0.11,0.96,0.11,0.55,0.67,-0.31,0.97,0.92,5,537,10,27
0.11,0.96,0.11,0.61,0.67,-0.43,0.97,1.00,5,539,9,27
0.11,0.96,0.11,0.85,0.67,-0.24,0.97,1.11,5,540,10,26
0.11,0.96,0.11,0.73,0.73,-0.43,0.97,1.12,5,538,10,25
0.11,0.96,0.11,0.73,0.73,-0.37,0.97,1.10,5,538,8,24
0.11,0.96,0.11,1.04,0.61,-0.31,0.97,1.24,5,538,10,26
0.11,0.96,0.11,0.67,0.61,-0.49,0.97,1.03,4,539,10,25
0.11,0.96,0.11,0.85,0.55,-0.37,0.97,1.08,5,540,9,26
0.11,0.96,0.11,0.67,0.61,-0.55,0.97,1.06,5,539,10,25
0.11,0.96,0.11,0.73,0.61,-0.31,0.97,1.00,5,538,10,26
0.11,0.96,0.11,0.49,0.61,-0.37,0.97,0.86,5,538,10,27
0.11,0.96,0.11,1.10,0.37,-0.37,0.97,1.21,5,539,11,26
0.11,0.96,0.11,0.98,0.49,-0.43,0.97,1.17,5,537,10,24
0.11,0.96,0.11,1.04,0.55,-0.37,0.97,1.23,5,538,11,25
0.11,0.96,0.11,0.98,0.67,-0.43,0.97,1.26,5,539,11,25
0.11,0.96,0.11,0.67,0.49,-0.61,0.97,1.03,5,540,10,25
0.11,0.96,0.11,0.73,0.43,-0.37,0.97,0.92,5,537,10,25
0.11,0.96,0.11,0.55,0.49,-0.49,0.97,0.88,5,539,9,26
0.11,0.96,0.11,0.67,0.61,-0.55,0.97,1.06,5,538,10,25
0.11,0.96,0.11,0.61,0.73,-0.49,0.97,1.07,5,536,11,24
0.11,0.96,0.11,0.98,0.55,-0.37,0.97,1.18,5,539,9,27
0.11,0.96,0.11,0.79,0.61,-0.31,0.97,1.05,5,538,11,24
0.11,0.96,0.11,0.55,0.85,-0.31,0.97,1.06,5,537,10,26
0.11,0.96,0.11,0.73,0.67,-0.37,0.97,1.06,5,539,10,27
0.11,0.96,0.11,0.55,0.37,-0.24,0.97,0.70,5,540,9,28
0.11,0.96,0.11,0.85,0.73,-0.31,0.97,1.17,5,537,10,25
0.11,0.96,0.11,0.73,0.49,-0.43,0.97,0.98,5,537,9,25
0.11,0.96,0.11,1.04,0.61,-0.37,0.97,1.26,5,538,10,27
0.11,0.96,0.11,0.85,0.73,-0.31,0.97,1.17,5,537,9,26
0.11,0.96,0.11,0.85,0.61,-0.12,0.97,1.06,5,540,10,26
0.11,0.96,0.11,0.67,0.61,-0.31,0.97,0.96,5,537,11,25
0.11,0.96,0.11,0.85,0.61,-0.37,0.97,1.11,5,540,9,25
0.11,0.96,0.11,0.98,0.73,-0.49,0.97,1.31,5,537,8,28
0.11,0.96,0.11,0.67,0.55,-0.37,0.97,0.94,5,537,9,27
0.11,0.96,0.11,1.04,0.73,-0.43,0.97,1.34,5,538,9,26
0.11,0.96,0.11,0.73,0.67,-0.31,0.97,1.04,5,538,11,25
0.11,0.96,0.11,0.55,0.67,-0.24,0.97,0.90,5,538,9,26
0.12,0.96,0.11,0.79,0.67,-0.24,0.97,1.07,5,540,9,28
0.11,0.96,0.11,0.73,0.61,-0.43,0.97,1.04,5,539,8,26
0.11,0.96,0.11,0.61,0.73,-0.37,0.97,1.02,5,539,12,26
0.11,0.96,0.11,0.73,0.37,-0.37,0.97,0.90,5,540,10,25
0.11,0.96,0.11,0.98,0.49,-0.37,0.97,1.15,5,539,9,26
0.11,0.96,0.11,0.67,0.61,-0.43,0.97,1.00,5,538,9,26
0.11,0.96,0.11,0.98,0.67,-0.31,0.97,1.22,5,539,10,25
0.11,0.95,0.11,0.79,0.49,-0.31,0.97,0.98,5,538,9,26
0.12,0.94,0.12,0.98,0.55,-0.55,0.96,1.25,5,538,10,26
0.11,0.95,0.12,0.98,0.43,-0.49,0.97,1.17,5,538,10,26
0.12,0.95,0.11,0.73,0.55,-0.18,0.97,0.93,5,539,10,26
0.11,0.96,0.11,0.79,0.67,-0.37,0.97,1.10,5,539,11,26
0.11,0.96,0.11,0.85,0.55,-0.61,0.97,1.19,5,538,10,27
0.11,0.96,0.11,0.79,0.67,-0.37,0.97,1.10,5,537,8,26
0.11,0.96,0.11,0.79,0.43,-0.43,0.97,1.00,5,540,10,26
0.12,0.96,0.11,0.98,0.61,-0.31,0.97,1.19,5,539,8,26
0.11,0.96,0.11,0.98,0.49,-0.37,0.97,1.15,5,541,10,26
0.11,0.96,0.11,0.85,0.67,-0.24,0.97,1.11,5,539,11,26
0.11,0.96,0.11,1.04,0.67,-0.37,0.97,1.29,5,540,10,26
0.11,0.95,0.11,1.10,0.55,-0.43,0.97,1.30,5,539,9,26
0.11,0.96,0.11,0.67,0.73,-0.43,0.97,1.08,5,539,12,25
0.10,0.97,0.11,0.61,0.55,-0.43,0.98,0.93,5,539,9,26
0.12,0.95,0.11,0.98,0.67,-0.85,0.97,1.46,5,539,9,24
0.11,0.96,0.11,0.67,0.73,-0.61,0.97,1.17,5,540,8,27
0.11,0.96,0.11,2.56,1.16,-2.26,0.97,3.61,5,537,8,25
0.10,0.93,0.13,0.85,-0.55,0.31,0.94,1.06,5,538,8,26
0.11,0.96,0.11,-0.49,0.31,0.92,0.98,1.08,5,535,9,25
0.11,0.96,0.11,0.73,0.43,0.18,0.98,0.87,5,535,9,26
0.12,0.96,0.11,0.92,0.67,-0.43,0.97,1.21,5,534,8,26
0.11,0.96,0.11,0.67,0.67,-0.24,0.97,0.98,5,534,8,26
0.11,0.96,0.11,0.98,0.37,-0.37,0.97,1.11,5,534,9,26
0.11,0.96,0.11,0.92,0.49,-0.37,0.97,1.10,5,535,9,25
0.11,0.95,0.11,0.37,0.61,-0.37,0.97,0.80,5,535,9,26
0.11,0.96,0.11,0.92,0.73,-0.31,0.97,1.21,5,535,8,25
0.11,0.96,0.11,0.92,0.55,-0.24,0.97,1.10,5,536,9,24
0.12,0.96,0.11,0.73,0.73,-0.43,0.97,1.12,5,536,7,25
0.12,0.96,0.11,0.73,0.73,-0.31,0.97,1.08,5,535,8,25
0.11,0.96,0.11,0.79,0.61,-0.24,0.97,1.03,5,535,9,27
0.11,0.96,0.11,0.85,0.73,-0.49,0.97,1.23,5,532,8,26
0.11,0.96,0.11,0.85,0.55,-0.24,0.97,1.04,5,535,8,26
0.11,0.96,0.11,0.85,0.67,-0.18,0.97,1.10,5,535,9,26
0.11,0.96,0.11,0.61,0.61,-0.31,0.97,0.92,5,533,7,25
0.11,0.94,0.12,0.85,0.67,-0.43,0.96,1.17,5,535,8,26
0.12,0.98,0.10,0.43,0.61,0.18,0.99,0.77,5,536,8,27
0.11,0.96,0.12,1.34,0.37,-0.06,0.97,1.39,5,534,8,24
0.11,0.95,0.11,1.40,0.61,-0.55,0.96,1.63,5,534,7,27
0.11,0.95,0.12,0.79,0.31,-0.18,0.96,0.87,5,535,9,26
0.11,0.96,0.11,-0.18,0.85,0.06,0.98,0.88,5,532,9,27
0.12,0.96,0.11,0.67,0.79,-0.37,0.97,1.10,5,537,8,26
0.11,0.95,0.11,1.22,0.67,-0.24,0.97,1.41,5,537,10,25
0.11,0.96,0.11,0.61,0.73,-0.37,0.98,1.02,5,533,8,26
0.11,0.95,0.11,1.10,0.98,-0.73,0.97,1.64,5,536,9,25
0.12,0.96,0.11,1.04,0.61,-0.37,0.97,1.26,5,535,10,26
0.12,0.95,0.11,0.92,0.85,-0.55,0.97,1.37,5,534,8,27
0.11,0.95,0.11,0.55,0.79,-0.61,0.97,1.14,5,535,10,27
0.11,0.96,0.11,0.24,0.61,-0.24,0.97,0.70,5,534,9,28
0.11,0.96,0.11,0.37,0.92,-0.31,0.97,1.03,5,534,10,26
0.12,0.95,0.11,0.24,0.79,-0.37,0.97,0.91,5,535,11,25
0.11,0.96,0.11,0.00,0.85,0.00,0.97,0.85,5,534,9,26
0.11,0.96,0.11,0.79,0.55,-0.37,0.97,1.03,5,536,10,25
0.11,0.96,0.11,0.98,0.43,-0.61,0.97,1.23,5,534,10,26
0.11,0.95,0.11,0.92,0.55,-0.31,0.97,1.11,5,536,9,25
0.11,0.96,0.11,1.28,0.37,-0.37,0.98,1.38,5,534,9,26
0.11,0.95,0.12,1.65,0.55,-0.55,0.96,1.82,5,534,9,25
0.12,0.95,0.11,0.98,0.73,-0.49,0.97,1.31,5,535,9,25
0.11,0.96,0.11,1.16,0.67,-0.49,0.97,1.43,5,536,9,25
0.11,0.95,0.11,0.24,0.85,-0.37,0.96,0.96,5,535,10,26
0.11,0.95,0.11,0.98,0.61,-0.06,0.96,1.15,5,533,10,26
0.12,0.96,0.11,0.18,0.79,0.00,0.98,0.81,5,534,7,26
0.11,0.95,0.12,0.73,0.73,0.06,0.96,1.04,5,536,9,26
0.12,0.97,0.10,1.83,0.67,-0.43,0.99,2.00,5,535,9,26
0.11,0.96,0.11,0.37,0.61,0.24,0.97,0.75,5,535,9,27
0.12,0.97,0.11,0.98,0.85,-0.49,0.98,1.39,5,533,9,25
0.11,0.94,0.12,1.22,0.12,-0.98,0.96,1.57,5,535,9,26
0.11,0.95,0.11,0.18,0.37,-0.55,0.97,0.69,5,533,10,24
0.11,0.96,0.11,0.43,0.49,-0.43,0.97,0.78,5,536,10,27
0.11,0.96,0.11,0.49,0.73,-0.24,0.97,0.91,5,536,10,28
0.12,0.95,0.11,0.18,0.67,-0.31,0.97,0.76,5,534,9,25
0.11,0.96,0.11,0.49,0.67,-0.18,0.97,0.85,5,534,9,23
0.11,0.96,0.11,0.79,0.73,-0.37,0.97,1.14,5,533,7,25
0.12,0.95,0.11,0.85,0.73,-0.49,0.97,1.23,5,533,10,25
0.11,0.95,0.11,1.10,0.43,-0.31,0.97,1.22,5,536,9,25
0.11,0.96,0.11,0.92,0.55,-0.37,0.97,1.13,5,533,8,25
0.12,0.95,0.11,0.55,0.85,-0.37,0.97,1.08,5,534,9,25
0.12,0.96,0.11,1.16,0.49,-0.37,0.97,1.31,5,534,9,26
0.11,0.95,0.12,0.92,0.61,-0.24,0.97,1.13,5,534,9,26
0.12,0.96,0.11,0.24,0.92,-0.31,0.97,1.00,5,534,10,25
0.11,0.96,0.11,0.79,0.79,-0.43,0.97,1.20,5,535,10,25
0.11,0.96,0.11,0.43,0.43,-0.37,0.97,0.71,5,536,8,25
0.11,0.96,0.11,0.73,0.61,-0.49,0.97,1.07,5,535,9,26
0.12,0.93,0.11,0.55,0.43,-0.31,0.95,0.76,5,534,10,27
0.20,1.00,0.05,-1.59,-13.92,-2.50,1.02,14.23,5,535,10,25
0.08,0.95,0.10,1.40,13.61,-1.65,0.96,13.78,5,535,8,26
0.12,0.98,0.10,-3.66,-7.87,-5.74,1.00,10.41,5,536,9,27
0.18,0.95,0.08,0.24,2.93,-1.59,0.97,3.34,5,532,9,25
0.11,0.96,0.11,0.00,-1.46,-1.77,0.97,2.30,5,535,9,26
0.11,0.96,0.11,0.43,0.37,-1.04,0.97,1.18,5,535,10,24
0.12,0.96,0.11,0.73,0.61,-0.79,0.97,1.24,5,535,9,25
0.12,0.95,0.11,1.04,0.55,-0.43,0.97,1.25,5,534,9,26
0.12,0.96,0.11,1.28,1.04,-0.18,0.97,1.66,5,535,8,26
0.12,0.95,0.11,1.46,0.85,-0.73,0.97,1.85,5,534,10,27
0.12,0.96,0.11,1.04,0.67,-0.79,0.97,1.47,5,533,8,25
0.12,0.96,0.11,0.73,0.37,-0.92,0.97,1.23,5,537,9,26
0.12,0.95,0.11,0.61,0.18,-1.10,0.96,1.27,5,536,10,26
0.12,0.96,0.11,0.37,0.79,-0.98,0.97,1.31,5,535,10,24
0.12,0.95,0.11,0.67,1.10,-0.55,0.96,1.40,5,535,9,25
0.12,0.96,0.11,0.61,1.46,-0.12,0.97,1.59,5,536,9,26
0.12,0.96,0.11,1.04,1.10,-0.31,0.97,1.54,5,536,9,26
0.12,0.96,0.11,0.98,1.10,-0.31,0.97,1.50,5,535,9,27
0.12,0.95,0.11,0.61,0.92,-0.43,0.96,1.18,5,537,9,25
0.12,0.96,0.11,0.24,0.92,-0.37,0.97,1.02,5,537,10,24
0.12,0.96,0.10,0.92,0.43,-0.61,0.98,1.18,5,536,11,24
0.12,0.96,0.11,1.65,0.31,-1.10,0.97,2.00,5,535,9,25
0.12,0.95,0.11,1.04,0.43,-0.98,0.96,1.49,5,535,10,24
0.12,0.96,0.11,0.98,0.37,-0.92,0.98,1.39,5,535,10,26
0.12,0.95,0.11,1.46,0.37,-1.10,0.96,1.87,5,538,8,23
0.12,0.96,0.11,0.43,0.49,-0.49,0.97,0.81,5,536,8,24
0.12,0.96,0.11,1.16,0.18,-1.04,0.98,1.57,5,539,10,24
0.13,0.95,0.11,0.61,0.73,-0.79,0.96,1.24,5,538,10,24
0.12,0.96,0.11,0.85,0.43,-0.12,0.97,0.96,5,536,9,26
0.12,0.95,0.11,0.55,0.55,-0.49,0.97,0.92,5,537,9,26
0.12,0.95,0.11,0.43,0.79,-0.31,0.97,0.95,5,533,11,25
0.12,0.95,0.11,0.12,1.16,-0.06,0.97,1.17,5,537,9,26
0.12,0.96,0.11,0.00,0.98,-0.12,0.97,0.98,5,537,11,24
0.12,0.96,0.11,0.00,1.10,-0.06,0.97,1.10,5,536,10,27
0.12,0.96,0.11,0.18,0.85,-0.12,0.97,0.88,5,534,9,25
0.12,0.96,0.11,0.43,1.34,0.00,0.97,1.41,5,533,10,27
0.12,0.96,0.11,0.49,1.59,-0.06,0.97,1.66,5,534,11,27
0.13,0.96,0.10,1.22,1.59,-0.12,0.97,2.01,5,536,10,24
0.12,0.96,0.11,1.16,-0.49,-1.10,0.97,1.67,5,536,10,28
0.12,0.96,0.11,1.16,-0.37,-1.59,0.97,2.00,5,538,12,26
0.13,0.95,0.11,0.85,0.06,-0.85,0.97,1.21,5,539,12,26
0.12,0.96,0.11,0.43,-0.31,-0.61,0.97,0.81,5,538,10,25
0.12,0.96,0.11,0.73,-0.12,-0.61,0.97,0.96,5,537,11,27
0.12,0.96,0.11,0.92,0.31,-0.67,0.97,1.18,5,538,11,26
0.12,0.97,0.10,0.92,0.55,-0.85,0.98,1.37,5,537,11,24
0.12,0.96,0.11,2.14,0.12,-1.83,0.97,2.82,5,538,11,25
0.12,0.97,0.11,2.99,0.06,-2.14,0.98,3.68,5,536,9,22
0.12,0.95,0.11,3.11,0.55,-2.87,0.96,4.27,5,534,11,25
0.13,0.94,0.11,2.93,1.53,-0.98,0.95,3.44,5,530,9,26
0.13,0.97,0.11,2.44,1.10,0.12,0.98,2.68,5,529,10,27
0.13,0.96,0.11,2.87,0.61,-0.43,0.97,2.96,5,526,8,27
0.13,0.96,0.12,3.05,0.61,-0.79,0.97,3.21,5,526,9,28
0.13,0.95,0.11,1.89,0.55,-0.73,0.97,2.10,5,525,8,25
0.12,0.95,0.12,2.50,0.18,-0.92,0.97,2.67,5,525,9,28
0.13,0.97,0.11,2.38,-0.12,-0.98,0.99,2.58,5,527,9,27
0.13,0.94,0.11,4.46,-0.79,-1.22,0.95,4.69,5,523,10,30
0.12,0.91,0.14,0.85,0.85,0.67,0.93,1.38,5,519,11,31
0.11,0.95,0.13,-2.93,2.87,1.46,0.96,4.35,6,513,11,34
0.13,0.97,0.11,-4.52,3.60,0.37,0.98,5.79,7,510,11,34
0.14,0.96,0.11,-3.42,2.38,0.61,0.98,4.21,7,511,13,35
